wallclock utime stime cpu memory io iow wallclock(hrs) utilisation memory(mem/cpu) uid
mea04kfk 88100.000000 2234.000000 170.000000 2805.000000 3305.849000 0.000000 0.000000 24.472222 0.004938 1.178556 212.000000
mea04kh 82415.000000 266.000000 59.000000 575.000000 562.831000 0.000000 0.000000 22.893056 0.004619 0.978837 213.000000
mea04kn 247244.000000 82.000000 83.000000 1184.000000 1142.041000 0.000000 0.000000 68.678889 0.013858 0.964562 214.000000
mea04kpk 521026.000000 65839.000000 11603.000000 79687.000000 39645.362000 0.000000 0.000000 144.729444 0.029204 0.497514 215.000000
mea04ks 15314.000000 29.000000 4.000000 109.000000 86.846000 0.000000 0.000000 4.253889 0.000858 0.796752 216.000000
mea04mam 131149.000000 835.000000 567.000000 2084.000000 1992.487000 0.000000 0.000000 36.430278 0.007351 0.956088 217.000000
mea04mh 87717.000000 738.000000 158.000000 1611.000000 1846.062000 0.000000 0.000000 24.365833 0.004917 1.145911 218.000000
mea04mjh 296665.000000 31.000000 9.000000 2051.000000 2147.911000 0.000000 0.000000 82.406944 0.016628 1.047251 219.000000
mea04mks 46380.000000 100.000000 47.000000 283.000000 271.508000 0.000000 0.000000 12.883333 0.002600 0.959392 220.000000
mea04mnm 1039086.000000 191682.000000 3358.000000 292273.000000 66883.361000 0.000000 0.000000 288.635000 0.058241 0.228839 221.000000
mea04nca 102506.000000 812.000000 92.000000 1607.000000 1907.506000 0.000000 0.000000 28.473889 0.005746 1.186998 222.000000
mea04nmn 3040.000000 0.000000 0.000000 14.000000 10.885000 0.000000 0.000000 0.844444 0.000170 0.777500 223.000000
mea04pad 161847.000000 263.000000 86.000000 1650.000000 1769.499000 0.000000 0.000000 44.957500 0.009072 1.072424 224.000000
mea04pk 168990.000000 556.000000 84.000000 1354.000000 1530.834000 0.000000 0.000000 46.941667 0.009472 1.130601 225.000000
mea04pmw 103691.000000 332.000000 51.000000 829.000000 969.250000 0.000000 0.000000 28.803056 0.005812 1.169180 226.000000
mea04rgs 309769.000000 2503.000000 405.000000 4217.000000 4604.413000 0.000000 0.000000 86.046944 0.017363 1.091869 227.000000
mea04row 19086.000000 13.000000 3.000000 37.000000 32.223000 0.000000 0.000000 5.301667 0.001070 0.870892 228.000000
mea04rp 8958.000000 84.000000 5.000000 92.000000 110.749000 0.000000 0.000000 2.488333 0.000502 1.203793 229.000000
mea04slp 60023.000000 871.000000 140.000000 1368.000000 1632.976000 0.000000 0.000000 16.673056 0.003364 1.193696 230.000000
mea04slw 270284.000000 2060.000000 206.000000 4262.000000 4888.074000 0.000000 0.000000 75.078889 0.015150 1.146897 231.000000
mea04spc 24540.000000 175.000000 409.000000 832.000000 951.316000 0.000000 0.000000 6.816667 0.001375 1.143409 232.000000
mea04srh 616795.000000 3462.000000 851.000000 5625.000000 6753.608000 0.000000 0.000000 171.331944 0.034572 1.200641 233.000000
mea04st 70046.000000 389.000000 55.000000 649.000000 696.201000 0.000000 0.000000 19.457222 0.003926 1.072729 234.000000
mea04sz 133553.000000 560.000000 187.000000 1802.000000 1862.399000 0.000000 0.000000 37.098056 0.007486 1.033518 235.000000
mea04tas 156427.000000 1763.000000 612.000000 3398.000000 2987.522000 0.000000 0.000000 43.451944 0.008768 0.879200 236.000000
mea04tjf 106204.000000 891.000000 229.000000 1624.000000 2055.016000 0.000000 0.000000 29.501111 0.005953 1.265404 237.000000
mea04tn 963568.000000 28043.000000 762.000000 44454.000000 18988.240000 0.000000 0.000000 267.657778 0.054008 0.427144 238.000000
mea04wb 120667.000000 390.000000 168.000000 1103.000000 1199.581000 0.000000 0.000000 33.518611 0.006763 1.087562 239.000000
mea04wmw 6665.000000 0.000000 0.000000 21.000000 21.704000 0.000000 0.000000 1.851389 0.000374 1.033524 240.000000
mea04ymw 31789.000000 0.000000 0.000000 27601.000000 236.436000 0.000000 0.000000 8.830278 0.001782 0.008566 241.000000
mea05acc 7964.000000 32.000000 6.000000 60.000000 54.147000 0.000000 0.000000 2.212222 0.000446 0.902450 242.000000
mea05cm 366491.000000 657.000000 186.000000 2349.000000 2605.396000 0.000000 0.000000 101.803056 0.020542 1.109151 243.000000
mea05lhs 102580.000000 197.000000 59.000000 637.000000 632.611000 0.000000 0.000000 28.494444 0.005750 0.993110 244.000000
mea05rcb 120011.000000 3358.000000 171.000000 4021.000000 4834.750000 0.000000 0.000000 33.336389 0.006727 1.202375 245.000000
mea05tp 155494.000000 2373.000000 155.000000 4563.000000 5590.689000 0.000000 0.000000 43.192778 0.008716 1.225222 246.000000
mea05yh 11030.000000 0.000000 0.000000 31.000000 28.029000 0.000000 0.000000 3.063889 0.000618 0.904161 247.000000
meb03jdg 40884.000000 67.000000 4.000000 3109.000000 9783.959000 0.000000 0.000000 11.356667 0.002292 3.146979 248.000000
meb04cw 107115.000000 408.000000 69.000000 633.000000 714.615000 0.000000 0.000000 29.754167 0.006004 1.128934 249.000000
mep02wsw 2621027.000000 1169983.000000 39583.000000 1763016.000000 5151921.000000 0.000000 0.000000 728.063056 0.146910 2.922220 250.000000
mep03gwc 3221379.000000 1432725.000000 9366.000000 1677429.000000 1999355.774000 0.000000 0.000000 894.827500 0.180560 1.191917 251.000000
mep03jc 1541968.000000 553294.000000 2875.000000 621467.000000 90368.853000 0.000000 0.000000 428.324444 0.086428 0.145412 252.000000
mep03mt 91699.000000 46.000000 4.000000 84.000000 4.617000 0.000000 0.000000 25.471944 0.005140 0.054964 253.000000
mep03rc 31203.000000 0.000000 0.000000 9.000000 5.659000 0.000000 0.000000 8.667500 0.001749 0.628778 254.000000
mep03rfk 54897774.000000 22255809.000000 19425.000000 43630068.000000 74977449.775000 0.000000 0.000000 15249.381667 3.077045 1.718481 255.000000
mep03rv 18128.000000 444.000000 12.000000 1643.000000 2645.533000 0.000000 0.000000 5.035556 0.001016 1.610184 256.000000
mep03sa 99922.000000 276.000000 62.000000 1277.000000 1897.919000 0.000000 0.000000 27.756111 0.005601 1.486233 257.000000
mep03sm 33670.000000 0.000000 1.000000 8826.000000 11036.707000 0.000000 0.000000 9.352778 0.001887 1.250477 258.000000
mep04chc 2671687.000000 345357.000000 4379.000000 776160.000000 6336.834000 0.000000 0.000000 742.135278 0.149749 0.008164 259.000000
mep04jh 79378.000000 28.000000 3.000000 4691.000000 7815.286000 0.000000 0.000000 22.049444 0.004449 1.666017 260.000000
mep04nid 2665461.000000 104.000000 105.000000 60196.000000 4068.522000 0.000000 0.000000 740.405833 0.149400 0.067588 261.000000
mep04sb 67938731.000000 20854937.000000 18892.000000 53540729.000000 92679352.395000 0.000000 0.000000 18871.869722 3.807996 1.731007 262.000000
mep04sbc 24.000000 11.000000 0.000000 12.000000 22.261000 0.000000 0.000000 0.006667 0.000001 1.855083 263.000000
mep04ss 19742.000000 11.000000 18.000000 31.000000 2.717000 0.000000 0.000000 5.483889 0.001107 0.087645 264.000000
mep04tjd 1062775.000000 145350.000000 952.000000 291321.000000 365149.185000 0.000000 0.000000 295.215278 0.059569 1.253426 265.000000
mep05ama 2734663.000000 1153536.000000 7968.000000 1580280.000000 134721.947000 0.000000 0.000000 759.628611 0.153279 0.085252 266.000000
mep05asm 351770.000000 832.000000 1242.000000 4075.000000 1648.450000 0.000000 0.000000 97.713889 0.019717 0.404528 267.000000
mep05ea 885460.000000 272.000000 298.000000 9227.000000 14064.980000 0.000000 0.000000 245.961111 0.049630 1.524329 268.000000
mep05fg 183256.000000 27632.000000 8388.000000 114550.000000 316233.128000 0.000000 0.000000 50.904444 0.010272 2.760656 269.000000
mep05jk 93153.000000 796.000000 52.000000 953.000000 114.210000 0.000000 0.000000 25.875833 0.005221 0.119843 270.000000
mep05jsl 6106104.000000 4391540.000000 19739.000000 4412036.000000 645230.123000 0.000000 0.000000 1696.140000 0.342250 0.146243 271.000000
mep05mz 9370.000000 10.000000 1.000000 42.000000 26.021000 0.000000 0.000000 2.602778 0.000525 0.619548 272.000000
mep05rs 15.000000 0.000000 0.000000 0.000000 0.001000 0.000000 0.000000 0.004167 0.000001 0.000000 273.000000
mep06ee 283576.000000 7287.000000 59.000000 26195.000000 17445.327000 0.000000 0.000000 78.771111 0.015895 0.665979 274.000000
mep06jn 8181.000000 1.000000 0.000000 329.000000 44.428000 0.000000 0.000000 2.272500 0.000459 0.135040 275.000000
mep06jp 25759.000000 0.000000 0.000000 1625.000000 80.878000 0.000000 0.000000 7.155278 0.001444 0.049771 276.000000
mep06lf 276698.000000 446.000000 122.000000 2993.000000 3512.843000 0.000000 0.000000 76.860556 0.015509 1.173686 277.000000
mep06mam 22847.000000 6.000000 6.000000 184.000000 54.398000 0.000000 0.000000 6.346389 0.001281 0.295641 278.000000
mep06ns 12757.000000 145.000000 8.000000 1020.000000 374.091000 0.000000 0.000000 3.543611 0.000715 0.366756 279.000000
mep06nw 238186.000000 16715.000000 347.000000 108170.000000 21967.969000 0.000000 0.000000 66.162778 0.013350 0.203087 280.000000
mep06pej 70494.000000 3730.000000 339.000000 19080.000000 18287.489000 0.000000 0.000000 19.581667 0.003951 0.958464 281.000000
mep06rbj 26375.000000 9.000000 1.000000 24.000000 31.820000 0.000000 0.000000 7.326389 0.001478 1.325833 282.000000
mep06rm 6228.000000 23.000000 5.000000 40.000000 36.097000 0.000000 0.000000 1.730000 0.000349 0.902425 283.000000
mep06swn 104626.000000 892.000000 446.000000 2353.000000 2567.870000 0.000000 0.000000 29.062778 0.005864 1.091317 284.000000
mep06tat 406877.000000 394.000000 237.000000 1656.000000 1477.496000 0.000000 0.000000 113.021389 0.022806 0.892208 285.000000
mep06tmo 46604.000000 13.000000 14.000000 72.000000 59.941000 0.000000 0.000000 12.945556 0.002612 0.832514 286.000000
mep06ts 1102421.000000 12415.000000 2818.000000 23930.000000 25258.973000 0.000000 0.000000 306.228056 0.061791 1.055536 287.000000
mep06web 576953.000000 1010.000000 187.000000 2918.000000 2497.738000 0.000000 0.000000 160.264722 0.032338 0.855976 288.000000
mpp04cz 1885929.000000 583814.000000 262609.000000 1477181.000000 1244748.534000 0.000000 0.000000 523.869167 0.105707 0.842651 289.000000
mt1jh 31984.000000 1241.000000 53.000000 1294.000000 71.856000 0.000000 0.000000 8.884444 0.001793 0.055530 290.000000
mt1nam 602286.000000 9517.000000 329.000000 20768.000000 5315.319000 0.000000 0.000000 167.301667 0.033758 0.255938 291.000000
mta02pmc 3121066.000000 1715342.000000 14583.000000 2266341.000000 360402.792000 0.000000 0.000000 866.962778 0.174937 0.159024 292.000000
mta03vg 2832.000000 0.000000 0.000000 15.000000 15.533000 0.000000 0.000000 0.786667 0.000159 1.035533 293.000000
mta03yz 924424.000000 171353.000000 2276.000000 175223.000000 206575.440000 0.000000 0.000000 256.784444 0.051814 1.178929 294.000000
mta04ajr 162625.000000 817.000000 1838.000000 4663.000000 5155.000000 0.000000 0.000000 45.173611 0.009115 1.105511 295.000000
mta04ica 86144.000000 451.000000 1445.000000 4151.000000 4848.702000 0.000000 0.000000 23.928889 0.004828 1.168080 296.000000
mta04jc 187495.000000 882.000000 715.000000 3186.000000 3245.241000 0.000000 0.000000 52.081944 0.010509 1.018594 297.000000
mta04js 156870.000000 992.000000 76.000000 1677.000000 2034.117000 0.000000 0.000000 43.575000 0.008793 1.212950 298.000000
mta04kzc 501954.000000 11176.000000 1402.000000 14548.000000 23442.444000 0.000000 0.000000 139.431667 0.028135 1.611386 299.000000
mta04lm 104815.000000 328.000000 106.000000 1097.000000 1002.267000 0.000000 0.000000 29.115278 0.005875 0.913644 300.000000
mta04mh 220149.000000 915.000000 1352.000000 4839.000000 5029.136000 0.000000 0.000000 61.152500 0.012339 1.039292 301.000000
mta04mt 1655.000000 0.000000 0.000000 19.000000 25.771000 0.000000 0.000000 0.459722 0.000093 1.356368 302.000000
mta04pas 68131.000000 100.000000 17.000000 263.000000 220.934000 0.000000 0.000000 18.925278 0.003819 0.840053 303.000000
mta04rm 52545.000000 221.000000 96.000000 501.000000 461.947000 0.000000 0.000000 14.595833 0.002945 0.922050 304.000000
mtp04ajc 34212272.000000 14471967.000000 4935.000000 18990935.000000 833809.516000 0.000000 0.000000 9503.408889 1.917613 0.043906 305.000000
mtp04mtb 7596650.000000 4001587.000000 7173.000000 4077809.000000 2902880.909000 0.000000 0.000000 2110.180556 0.425796 0.711873 306.000000
mtp04vja 57507.000000 1067.000000 116.000000 1511.000000 1739.240000 0.000000 0.000000 15.974167 0.003223 1.151052 307.000000
mtp05rmc 70224.000000 25.000000 4.000000 112.000000 62.975000 0.000000 0.000000 19.506667 0.003936 0.562277 308.000000
mtp05rpc 858175.000000 33392.000000 3631.000000 126953.000000 125114.837000 0.000000 0.000000 238.381944 0.048101 0.985521 309.000000
mtp05sb 4963007.000000 4045476.000000 8159.000000 4053799.000000 857318.004000 0.000000 0.000000 1378.613056 0.278179 0.211485 310.000000
mtp05sgb 342150.000000 1169.000000 455.000000 1640.000000 33.962000 0.000000 0.000000 95.041667 0.019178 0.020709 311.000000
mtp06ia 3047.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.846389 0.000171 0.000000 312.000000
ph1ed 98.000000 1.000000 0.000000 3.000000 1.838000 0.000000 0.000000 0.027222 0.000005 0.612667 313.000000
ph1gs 1885672.000000 116.000000 45.000000 1357761.000000 199217.875000 0.000000 0.000000 523.797778 0.105693 0.146725 314.000000
ph1kc 161834.000000 30845.000000 11.000000 40178.000000 9504.665000 0.000000 0.000000 44.953889 0.009071 0.236564 315.000000
ph1lr 77048.000000 49671.000000 669.000000 50373.000000 14647.078000 0.000000 0.000000 21.402222 0.004319 0.290772 316.000000
ph1pam 2942.000000 5.000000 0.000000 18.000000 11.543000 0.000000 0.000000 0.817222 0.000165 0.641278 317.000000
pha04ajm 127099.000000 104.000000 16.000000 629.000000 640.017000 0.000000 0.000000 35.305278 0.007124 1.017515 318.000000
php04arc 22771.000000 0.000000 7.000000 13.000000 0.709000 0.000000 0.000000 6.325278 0.001276 0.054538 319.000000
php04awb 1844068.000000 148178.000000 1005.000000 161166.000000 7150.600000 0.000000 0.000000 512.241111 0.103361 0.044368 320.000000
php04fb 7071.000000 962.000000 5.000000 967.000000 528.810000 0.000000 0.000000 1.964167 0.000396 0.546856 321.000000
php05cd 667964.000000 35888.000000 318.000000 37395.000000 326.204000 0.000000 0.000000 185.545556 0.037440 0.008723 322.000000
php97pnh 35.000000 0.000000 0.000000 0.000000 0.002000 0.000000 0.000000 0.009722 0.000002 0.000000 323.000000
pm1rjs 120379.000000 635.000000 80.000000 734.000000 1210.086000 0.000000 0.000000 33.438611 0.006747 1.648619 324.000000
st1ec 22760.000000 6734.000000 95.000000 14079.000000 11892.529000 0.000000 0.000000 6.322222 0.001276 0.844700 325.000000
st1lml 29847.000000 557.000000 41.000000 636.000000 1004.732000 0.000000 0.000000 8.290833 0.001673 1.579767 326.000000
trp02pgb 2131846.000000 442702.000000 8222.000000 550927.000000 2147833.476000 0.000000 0.000000 592.179444 0.119491 3.898581 327.000000
wrllepc 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 328.000000
wrllesnb 9778105.000000 7618925.000000 2329.000000 7621333.000000 221564.997000 0.000000 0.000000 2716.140278 0.548067 0.029072 329.000000
wryab 52428844.000000 25148117.000000 96630.000000 27402586.000000 305277.166000 0.000000 0.000000 14563.567778 2.938660 0.011140 330.000000
wrydsh 2896122.000000 1125872.000000 181441.000000 1547442.000000 40051.907000 0.000000 0.000000 804.478333 0.162329 0.025883 331.000000
wryxsk 11050540.000000 5601511.000000 694.000000 6944769.000000 41357.531000 0.000000 0.000000 3069.594444 0.619388 0.005955 332.000000
xu4ec 713554.000000 325.000000 24.000000 427.000000 598.473000 0.000000 0.000000 198.209444 0.039995 1.401576 333.000000
xu4kr 2537.000000 1934.000000 66.000000 2106.000000 344.477000 0.000000 0.000000 0.704722 0.000142 0.163569 334.000000
zza06aks 37664.000000 163.000000 21.000000 372.000000 435.023000 0.000000 0.000000 10.462222 0.002111 1.169417 335.000000
zza06av 249794.000000 875.000000 205.000000 2225.000000 2335.083000 0.000000 0.000000 69.387222 0.014001 1.049476 336.000000
zza06awr 19542.000000 23.000000 8.000000 135.000000 113.283000 0.000000 0.000000 5.428333 0.001095 0.839133 337.000000
zza06nph 429868.000000 44966.000000 741.000000 47742.000000 12824.324000 0.000000 0.000000 119.407778 0.024094 0.268617 338.000000
zza06pe 112124.000000 345.000000 111.000000 1849.000000 1619.531000 0.000000 0.000000 31.145556 0.006285 0.875896 339.000000
zza06pj 169996.000000 81548.000000 57.000000 81622.000000 18487.828000 0.000000 0.000000 47.221111 0.009528 0.226505 340.000000
zza06te 13471.000000 0.000000 0.000000 330.000000 552.478000 0.000000 0.000000 3.741944 0.000755 1.674176 341.000000
zzb06ym 142324.000000 193.000000 19.000000 760.000000 682.521000 0.000000 0.000000 39.534444 0.007977 0.898054 342.000000
zze06ms 397181.000000 2143.000000 579.000000 3711.000000 4281.589000 0.000000 0.000000 110.328056 0.022262 1.153756 343.000000
zzh06jh 144416.000000 1294.000000 510.000000 2434.000000 2629.632000 0.000000 0.000000 40.115556 0.008095 1.080375 344.000000
